Domain,Career,College Name,Tuition Fee (INR),Speciality,Admission Process,State
Law,Public Prosecutor,Royal Academy of Law (West Bengal),"6,00,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,West Bengal
Law,Public Prosecutor,Government Institute of Law (Uttar Pradesh Main Campus),"1,20,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Law,Public Prosecutor,State University of Law & Research (Uttar Pradesh),"1,80,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Law,Public Prosecutor,National Institute of Technology & Law (Uttar Pradesh),"4,50,000",LL.B + Assistant Prosecution Officer (APO) Exam,JEE Main / JEE Advanced + JoSAA Counselling,Uttar Pradesh
Law,Public Prosecutor,Central College of Law Studies (Uttar Pradesh),"2,10,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Law,Public Prosecutor,City School of Law (Uttar Pradesh),"3,50,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Law,Public Prosecutor,Metropolitan Academy of Law (Uttar Pradesh),"4,20,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Law,Public Prosecutor,Apex Institute of Law (Uttar Pradesh),"5,00,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Law,Public Prosecutor,Pioneer College of Professional Studies (Uttar Pradesh),"3,80,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Law,Public Prosecutor,St. Xavier College of Law (Uttar Pradesh),"2,90,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Law,Public Prosecutor,Royal Academy of Law (Uttar Pradesh),"6,00,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Law,Public Prosecutor,Government Institute of Law (Gujarat Main Campus),"1,20,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Gujarat
Law,Public Prosecutor,State University of Law & Research (Gujarat),"1,80,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Gujarat
Law,Public Prosecutor,National Institute of Technology & Law (Gujarat),"4,50,000",LL.B + Assistant Prosecution Officer (APO) Exam,JEE Main / JEE Advanced + JoSAA Counselling,Gujarat
Law,Public Prosecutor,Central College of Law Studies (Gujarat),"2,10,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Gujarat
Law,Public Prosecutor,City School of Law (Gujarat),"3,50,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Gujarat
Law,Public Prosecutor,Metropolitan Academy of Law (Gujarat),"4,20,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Gujarat
Law,Public Prosecutor,Apex Institute of Law (Gujarat),"5,00,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Gujarat
Law,Public Prosecutor,Pioneer College of Professional Studies (Gujarat),"3,80,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Gujarat
Law,Public Prosecutor,St. Xavier College of Law (Gujarat),"2,90,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Gujarat
Law,Public Prosecutor,Royal Academy of Law (Gujarat),"6,00,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Gujarat
Law,Public Prosecutor,Government Institute of Law (Punjab Main Campus),"1,20,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Punjab
Law,Public Prosecutor,State University of Law & Research (Punjab),"1,80,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Punjab
Law,Public Prosecutor,National Institute of Technology & Law (Punjab),"4,50,000",LL.B + Assistant Prosecution Officer (APO) Exam,JEE Main / JEE Advanced + JoSAA Counselling,Punjab
Law,Public Prosecutor,Central College of Law Studies (Punjab),"2,10,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Punjab
Law,Public Prosecutor,City School of Law (Punjab),"3,50,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Punjab
Law,Public Prosecutor,Metropolitan Academy of Law (Punjab),"4,20,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Punjab
Law,Public Prosecutor,Apex Institute of Law (Punjab),"5,00,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Punjab
Law,Public Prosecutor,Pioneer College of Professional Studies (Punjab),"3,80,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Punjab
Law,Public Prosecutor,St. Xavier College of Law (Punjab),"2,90,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Punjab
Law,Public Prosecutor,Royal Academy of Law (Punjab),"6,00,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Punjab
Law,Public Prosecutor,Government Institute of Law (Kerala Main Campus),"1,20,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Kerala
Law,Public Prosecutor,State University of Law & Research (Kerala),"1,80,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Kerala
Law,Public Prosecutor,National Institute of Technology & Law (Kerala),"4,50,000",LL.B + Assistant Prosecution Officer (APO) Exam,JEE Main / JEE Advanced + JoSAA Counselling,Kerala
Law,Public Prosecutor,Central College of Law Studies (Kerala),"2,10,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Kerala
Law,Public Prosecutor,City School of Law (Kerala),"3,50,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Kerala
Law,Public Prosecutor,Metropolitan Academy of Law (Kerala),"4,20,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Kerala
Law,Public Prosecutor,Apex Institute of Law (Kerala),"5,00,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Kerala
Law,Public Prosecutor,Pioneer College of Professional Studies (Kerala),"3,80,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Kerala
Law,Public Prosecutor,St. Xavier College of Law (Kerala),"2,90,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Kerala
Law,Public Prosecutor,Royal Academy of Law (Kerala),"6,00,000",LL.B + Assistant Prosecution Officer (APO) Exam,University Entrance Exam / Merit-based Admission,Kerala
Agriculture,Agricultural Engineer,MPKV Rahuri,"1,20,000",B.Sc (Hons) Agriculture,MHT-CET / ICAR,Maharashtra
Agriculture,Agricultural Engineer,Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth Dapoli,"1,15,000",B.Sc Agriculture / Horticulture,MHT-CET,Maharashtra
Agriculture,Agricultural Engineer,College of Agriculture Pune,"1,30,000",B.Sc (Hons) Agriculture,MHT-CET,Maharashtra
Agriculture,Agricultural Engineer,VNMKV Parbhani,"1,10,000",B.Tech Agricultural Engineering,MHT-CET / ICAR,Maharashtra
Agriculture,Agricultural Engineer,PDKV Akola,"1,25,000",B.Sc Agronomy,MHT-CET,Maharashtra
Agriculture,Agricultural Engineer,College of Agriculture Nagpur,"1,20,000",B.Sc Soil Science,MHT-CET,Maharashtra
Agriculture,Agricultural Engineer,MIT College of Food Technology Pune,"6,50,000",B.Tech Food Technology,MHT-CET / JEE,Maharashtra
Agriculture,Agricultural Engineer,College of Agriculture Kolhapur,"1,15,000",B.Sc Agriculture,MHT-CET,Maharashtra
Agriculture,Agricultural Engineer,College of Forestry Dapoli,"1,10,000",B.Sc Forestry,MHT-CET,Maharashtra
Agriculture,Agricultural Engineer,Marine & Fisheries College Ratnagiri,"1,40,000",B.F.Sc Fisheries Science,MHT-CET,Maharashtra
Agriculture,Agricultural Engineer,Government Institute of Agriculture (Delhi NCR Main Campus),"1,20,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Delhi NCR
Agriculture,Agricultural Engineer,State University of Agriculture & Research (Delhi NCR),"1,80,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Delhi NCR
Agriculture,Agricultural Engineer,National Institute of Technology & Agriculture (Delhi NCR),"4,50,000",B.Tech Agricultural & Farm Engineering,JEE Main / JEE Advanced + JoSAA Counselling,Delhi NCR
Agriculture,Agricultural Engineer,Central College of Agriculture Studies (Delhi NCR),"2,10,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Delhi NCR
Agriculture,Agricultural Engineer,City School of Agriculture (Delhi NCR),"3,50,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Delhi NCR
Agriculture,Agricultural Engineer,Metropolitan Academy of Agriculture (Delhi NCR),"4,20,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Delhi NCR
Agriculture,Agricultural Engineer,Apex Institute of Agriculture (Delhi NCR),"5,00,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Delhi NCR
Agriculture,Agricultural Engineer,Pioneer College of Professional Studies (Delhi NCR),"3,80,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Delhi NCR
Agriculture,Agricultural Engineer,St. Xavier College of Agriculture (Delhi NCR),"2,90,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Delhi NCR
Agriculture,Agricultural Engineer,Royal Academy of Agriculture (Delhi NCR),"6,00,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Delhi NCR
Agriculture,Agricultural Engineer,Government Institute of Agriculture (Karnataka Main Campus),"1,20,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Karnataka
Agriculture,Agricultural Engineer,State University of Agriculture & Research (Karnataka),"1,80,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Karnataka
Agriculture,Agricultural Engineer,National Institute of Technology & Agriculture (Karnataka),"4,50,000",B.Tech Agricultural & Farm Engineering,JEE Main / JEE Advanced + JoSAA Counselling,Karnataka
Agriculture,Agricultural Engineer,Central College of Agriculture Studies (Karnataka),"2,10,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Karnataka
Agriculture,Agricultural Engineer,City School of Agriculture (Karnataka),"3,50,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Karnataka
Agriculture,Agricultural Engineer,Metropolitan Academy of Agriculture (Karnataka),"4,20,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Karnataka
Agriculture,Agricultural Engineer,Apex Institute of Agriculture (Karnataka),"5,00,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Karnataka
Agriculture,Agricultural Engineer,Pioneer College of Professional Studies (Karnataka),"3,80,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Karnataka
Agriculture,Agricultural Engineer,St. Xavier College of Agriculture (Karnataka),"2,90,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Karnataka
Agriculture,Agricultural Engineer,Royal Academy of Agriculture (Karnataka),"6,00,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Karnataka
Agriculture,Agricultural Engineer,Government Institute of Agriculture (Tamil Nadu Main Campus),"1,20,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Tamil Nadu
Agriculture,Agricultural Engineer,State University of Agriculture & Research (Tamil Nadu),"1,80,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Tamil Nadu
Agriculture,Agricultural Engineer,National Institute of Technology & Agriculture (Tamil Nadu),"4,50,000",B.Tech Agricultural & Farm Engineering,JEE Main / JEE Advanced + JoSAA Counselling,Tamil Nadu
Agriculture,Agricultural Engineer,Central College of Agriculture Studies (Tamil Nadu),"2,10,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Tamil Nadu
Agriculture,Agricultural Engineer,City School of Agriculture (Tamil Nadu),"3,50,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Tamil Nadu
Agriculture,Agricultural Engineer,Metropolitan Academy of Agriculture (Tamil Nadu),"4,20,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Tamil Nadu
Agriculture,Agricultural Engineer,Apex Institute of Agriculture (Tamil Nadu),"5,00,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Tamil Nadu
Agriculture,Agricultural Engineer,Pioneer College of Professional Studies (Tamil Nadu),"3,80,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Tamil Nadu
Agriculture,Agricultural Engineer,St. Xavier College of Agriculture (Tamil Nadu),"2,90,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Tamil Nadu
Agriculture,Agricultural Engineer,Royal Academy of Agriculture (Tamil Nadu),"6,00,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Tamil Nadu
Agriculture,Agricultural Engineer,Government Institute of Agriculture (Telangana Main Campus),"1,20,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Telangana
Agriculture,Agricultural Engineer,State University of Agriculture & Research (Telangana),"1,80,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Telangana
Agriculture,Agricultural Engineer,National Institute of Technology & Agriculture (Telangana),"4,50,000",B.Tech Agricultural & Farm Engineering,JEE Main / JEE Advanced + JoSAA Counselling,Telangana
Agriculture,Agricultural Engineer,Central College of Agriculture Studies (Telangana),"2,10,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Telangana
Agriculture,Agricultural Engineer,City School of Agriculture (Telangana),"3,50,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Telangana
Agriculture,Agricultural Engineer,Metropolitan Academy of Agriculture (Telangana),"4,20,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Telangana
Agriculture,Agricultural Engineer,Apex Institute of Agriculture (Telangana),"5,00,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Telangana
Agriculture,Agricultural Engineer,Pioneer College of Professional Studies (Telangana),"3,80,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Telangana
Agriculture,Agricultural Engineer,St. Xavier College of Agriculture (Telangana),"2,90,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Telangana
Agriculture,Agricultural Engineer,Royal Academy of Agriculture (Telangana),"6,00,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,Telangana
Agriculture,Agricultural Engineer,Government Institute of Agriculture (West Bengal Main Campus),"1,20,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,West Bengal
Agriculture,Agricultural Engineer,State University of Agriculture & Research (West Bengal),"1,80,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,West Bengal
Agriculture,Agricultural Engineer,National Institute of Technology & Agriculture (West Bengal),"4,50,000",B.Tech Agricultural & Farm Engineering,JEE Main / JEE Advanced + JoSAA Counselling,West Bengal
Agriculture,Agricultural Engineer,Central College of Agriculture Studies (West Bengal),"2,10,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,West Bengal
Agriculture,Agricultural Engineer,City School of Agriculture (West Bengal),"3,50,000",B.Tech Agricultural & Farm Engineering,University Entrance Exam / Merit-based Admission,West Bengal
